product_id,product_name,price,stock,category,date,review_text,sentiment_score,sentiment_label
217,Set of Silicone Cooking Utensils,29.99,47,Kitchen,9/18/2025,"great atmosphere, but the fries was just okay.",0.5994,Positive
218,Electric Pressure Cooker,89.99,220,Kitchen,01-07-2025,"everything was excellent, from the cake to the drinks.",0.5719,Positive
219,LED Flashlight with Rechargeable Batteries,19.99,6,Outdoor,4/18/2025,the salad was mouth-watering and the service was welcoming. highly recommend!,0.7171,Positive
220,Oats,3.29,7216,Food - Grains,10/13/2025,worst experience ever. the waiter was slow and the cake was stale.,-0.6249,Negative
221,Vegetable Stock,2.49,131,Food - Cooking Essentials,11-05-2025,"service was polite, but the food took too long to arrive.",0.0,Neutral
222,Baked Potato Chips,2.49,24,Food - Snacks,1/24/2025,"service was polite, but the food took too long to arrive.",0.0,Neutral
223,Granola Cereal,4.49,698,Food - Breakfast,4/29/2025,worst experience ever. the waiter was forgetful and the fries was bland.,-0.7351,Negative
224,Italian Herb Balsamic Marinade,3.99,0,Food - Condiments,05-01-2025,i was disappointed with the burger. it tasted stale.,-0.4767,Negative
225,Handmade Leather Journal,39.99,276,Books,11-04-2025,worst experience ever. the waiter was inattentive and the cake was disappointing.,-0.8074,Negative
226,Pet Activity Tracker,59.99,294,Pets,8/25/2025,quick delivery and the soup was still hot and flavorful.,0.0,Neutral
227,Vegetable Korma,6.49,565,Food - Frozen,11-01-2025,quick delivery and the coffee was still hot and perfect.,0.5719,Positive
228,Car Phone Mount,15.99,529,Automotive,02-12-2025,a hidden gem! best pasta i have had in a long time.,0.6696,Positive
229,Teriyaki Chicken Stir-Fry,6.99,112,Food - Frozen Foods,08-04-2025,quick delivery and the sushi was still hot and fantastic.,0.5574,Positive
230,Trackpad for Laptop,49.99,41,Accessories,05-03-2025,quick delivery and the cake was still hot and excellent.,0.5719,Positive
231,Coconut Cashew Yogurt,1.99,127,Food - Dairy Alternatives,12/26/2024,absolutely loved it! the sushi was excellent.,0.8475,Positive
232,Tailored Dress Pants,79.99,20,Clothing - Bottoms,3/27/2025,don't waste your money. the coffee is salty and small portions.,0.3252,Positive
233,Sea Salt Caramel Popcorn,3.99,5382,Food - Snacks,6/17/2025,the pizza was perfect and the service was attentive. highly recommend!,0.7773,Positive
234,Rustic Italian Breads,3.99,7,Food - Bakery,10/21/2025,don't waste your money. the salad is stale and small portions.,0.3252,Positive
235,Wine Glasses,29.99,34,Home,6/14/2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
236,Outdoor Adventure Backpack,59.99,102,Outdoor,08-11-2025,quick delivery and the burger was still hot and excellent.,0.5719,Positive
237,Compressible Packing Cubes,29.99,0,Travel,9/28/2025,"everything was flavorful, from the sushi to the drinks.",0.0,Neutral
238,Avocado Oil,8.49,1814,Food - Oils,4/23/2025,"the staff was slow, but the sandwich was surprisingly fantastic.",0.8271,Positive
239,Italian Meatballs,8.49,83,Food - Meat,02-08-2025,"the staff was unprofessional, but the burger was surprisingly fresh.",0.5574,Positive
240,Hand Crank Blender,18.99,4423,Kitchen,7/13/2025,quick delivery and the salad was still hot and fantastic.,0.5574,Positive
241,Maple Breakfast Sausage,5.99,268,Food - Meat,7/14/2025,don't waste your money. the curry is undercooked and small portions.,0.3252,Positive
242,Essential Oil Roller Bottles,19.99,3366,Health,10-10-2025,a hidden gem! best cake i have had in a long time.,0.6696,Positive
243,Sriracha Hot Chili Sauce,2.99,1045,Food - Condiments,03-06-2025,quick delivery and the pizza was still hot and mouth-watering.,0.0,Neutral
244,Beef Taco Skillet,8.49,1726,Food - Meal Kits,1/22/2025,don't waste your money. the salad is bland and small portions.,0.3252,Positive
245,Camping Tent,79.99,10,Outdoor,1/13/2025,don't waste your money. the cake is disappointing and small portions.,-0.2187,Negative
246,Lemon Garlic Marinade,4.29,3250,Food - Condiments,03-08-2025,i was disappointed with the steak. it tasted bland.,-0.4767,Negative
247,Infrared Thermometer,39.99,400,Health,12/29/2024,worst experience ever. the waiter was forgetful and the sandwich was disappointing.,-0.8555,Negative
248,Electric Heat Press Machine,99.99,217,Crafts,10/28/2025,a hidden gem! best soup i have had in a long time.,0.6696,Positive
249,Computer Monitor Stand,29.99,4520,Office,9/28/2025,absolutely loved it! the pasta was perfect.,0.8475,Positive
250,Customizable Name Plate,19.99,4796,Office,7/23/2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
251,Mint Chocolate Chip Ice Cream,4.99,0,Food - Frozen Desserts,7/20/2025,"great atmosphere, but the fries was just okay.",0.5994,Positive
252,Garden Tool Belt,22.99,186,Garden,6/30/2025,"i found the fries to be terrible, but my partner liked theirs.",0.3919,Positive
253,Stainless Steel BBQ Grill Set,49.99,0,Outdoor,9/27/2025,absolutely loved it! the cake was delicious.,0.8475,Positive
254,Tuscan Bean Soup,2.49,569,Food - Canned Goods,8/27/2025,don't waste your money. the cake is disappointing and small portions.,-0.2187,Negative
255,Picnic Blanket,29.99,2563,Outdoor,05-08-2025,the salad was perfect and the service was friendly. highly recommend!,0.8746,Positive
256,Bicycle Repair Kit,14.99,81,Outdoor,8/24/2025,i was disappointed with the salad. it tasted terrible.,-0.7351,Negative
257,Peach & Mango Salsa,4.49,1660,Food - Snacks,11-11-2025,i was disappointed with the soup. it tasted overpriced.,-0.4767,Negative
258,Diced Tomatoes (canned),1.49,184,Food - Canned Goods,03-07-2025,quick delivery and the cake was still hot and fresh.,0.3182,Positive
259,Basil Tomato Soup,2.99,48,Food - Canned Soups,6/20/2025,a hidden gem! best pasta i have had in a long time.,0.6696,Positive
260,Wireless Earbuds Case,12.99,1526,Accessories,10/20/2025,"the staff was inattentive, but the sushi was surprisingly excellent.",0.8338,Positive
261,Manual Coffee Grinder,22.99,83,Kitchen,2/14/2025,absolutely loved it! the coffee was excellent.,0.8475,Positive
262,Maple Breakfast Sausage,5.99,628,Food - Meat,7/25/2025,absolutely loved it! the sandwich was fresh.,0.7773,Positive
263,Spaghetti Squash,3.99,345,Food - Produce,9/29/2025,i was disappointed with the sandwich. it tasted salty.,-0.4767,Negative
264,Caramel Apple Taffy,1.99,29,Food - Confectionery,3/30/2025,"everything was amazing, from the cake to the drinks.",0.5859,Positive
265,Chic Jumpsuit,89.99,59,Clothing - Jumpsuits,06-04-2025,worst experience ever. the waiter was slow and the salad was disappointing.,-0.8074,Negative
266,Digital Wireless Meat Thermometer,39.99,2525,Kitchen,8/13/2025,absolutely loved it! the sandwich was delicious.,0.8475,Positive
267,Electric Rice Cooker with Steamer,49.99,1574,Kitchen,5/17/2025,quick delivery and the sandwich was still hot and perfect.,0.5719,Positive
268,Sun-Dried Tomatoes,3.99,38,Food - Vegetables,7/18/2025,don't waste your money. the salad is stale and small portions.,0.3252,Positive
269,Wild Rice Pilaf,3.79,82,Food - Grains,2/26/2025,a hidden gem! best soup i have had in a long time.,0.6696,Positive
270,Leather Crossbody Bag,89.99,89,Clothing - Bags,9/14/2025,quick delivery and the soup was still hot and perfect.,0.5719,Positive
271,Camping Chair,29.99,80,Outdoor,09-05-2025,i was disappointed with the tacos. it tasted greasy.,-0.4767,Negative
272,Mini Air Hockey Table,39.99,1110,Toys,04-03-2025,don't waste your money. the curry is salty and small portions.,0.3252,Positive
273,Multi-Functional Rice Cooker,49.99,286,Kitchen,10/22/2025,quick delivery and the tacos was still hot and delicious.,0.5719,Positive
274,Dog Frisbee Toy,10.99,4,Pets,3/28/2025,quick delivery and the burger was still hot and delicious.,0.5719,Positive
275,Cauliflower Gnocchi,3.59,16,Food - Frozen Foods,02-10-2025,worst experience ever. the waiter was forgetful and the coffee was bland.,-0.7351,Negative
276,Wireless Wi-Fi Extender,49.99,36,Electronics,3/27/2025,"everything was fantastic, from the soup to the drinks.",0.5574,Positive
277,Kitchen Knife Sharpening System,39.99,84,Kitchen,9/24/2025,quick delivery and the coffee was still hot and delicious.,0.5719,Positive
278,Portable Air Compressor,44.99,1040,Automotive,06-07-2025,"i found the coffee to be overpriced, but my partner liked theirs.",0.5719,Positive
279,Smoked Gouda Cheese,5.49,328,Food - Dairy,4/25/2025,worst experience ever. the waiter was rude and the ramen was stale.,-0.7964,Negative
280,Self-Watering Planters,49.99,2040,Garden,4/27/2025,"i found the pasta to be terrible, but my partner liked theirs.",0.3919,Positive
281,Bird Feeder,24.99,210,Outdoor,9/19/2025,quick delivery and the pasta was still hot and delicious.,0.5719,Positive
282,Cranberry Almond Biscotti,4.19,72,Food - Bakery,11/21/2025,"service was polite, but the food took too long to arrive.",0.0,Neutral
283,Heavy-Duty Utility Tote,34.99,2269,Accessories,1/25/2025,"great atmosphere, but the coffee was just okay.",0.5994,Positive
284,Baked Mac and Cheese,5.99,20,Food - Frozen Foods,10-12-2025,quick delivery and the coffee was still hot and delicious.,0.5719,Positive
285,Canned Coconut Milk,1.89,13,Food - Canned Goods,11-06-2025,a hidden gem! best pasta i have had in a long time.,0.6696,Positive
286,Stuffed Peppers with Quinoa,7.99,1847,Food - Prepared Meals,2/20/2025,the burger was excellent and the service was welcoming. highly recommend!,0.8653,Positive
287,USB Desk Fan,14.99,7,Home,8/15/2025,"i found the pizza to be greasy, but my partner liked theirs.",0.5719,Positive
288,Blue Corn Tortilla Chips,3.49,279,Food - Snacks,3/13/2025,"great atmosphere, but the tacos was just okay.",0.5994,Positive
289,Peach Halves (canned),2.49,4227,Food - Canned Goods,03-06-2025,quick delivery and the pizza was still hot and excellent.,0.5719,Positive
290,Luxe Velvet Blazer,89.99,60,Clothing - Outerwear,3/25/2025,"service was quick, but the food took too long to arrive.",0.0,Neutral
291,Smart Wi-Fi Light Bulbs,19.99,465,Smart Home,12-11-2025,"the staff was unprofessional, but the coffee was surprisingly mouth-watering.",0.1655,Positive
292,Peanut Butter Cookies,3.49,135,Food - Bakery,01-12-2025,worst experience ever. the waiter was unprofessional and the curry was overpriced.,-0.8126,Negative
293,Sweet Cherry Tomatoes,2.99,1017,Food - Produce,01-04-2025,absolutely loved it! the coffee was amazing.,0.8513,Positive
294,Children's Educational Puzzle,19.99,719,Toys,1/28/2025,don't waste your money. the sushi is disappointing and small portions.,-0.2187,Negative
295,Sweet Potato and Chickpea Bowl,6.49,1313,Food - Frozen Food,1/17/2025,don't waste your money. the curry is overpriced and small portions.,0.3252,Positive
296,Fruit and Nut Medley,5.99,1132,Food - Snacks,11/25/2025,don't waste your money. the curry is salty and small portions.,0.3252,Positive
297,Wildflower Honey,4.99,653,Food - Condiments,11-01-2025,absolutely loved it! the burger was flavorful.,0.6689,Positive
298,Adjustable Garden Rake,22.99,768,Garden,3/24/2025,"i found the sandwich to be overpriced, but my partner liked theirs.",0.5719,Positive
299,Interactive Plush Toy,34.99,294,Toys,02-02-2025,don't waste your money. the ramen is salty and small portions.,0.3252,Positive
300,Cable Knit Beanie,19.99,16,Clothing - Accessories,7/15/2025,"great atmosphere, but the sandwich was just okay.",0.5994,Positive
301,Dried Cranberries,4.29,44,Food - Snacks,06-12-2025,"great atmosphere, but the pasta was just okay.",0.5994,Positive
302,Organic Black Bean Burger,4.49,3,Food - Frozen Foods,6/21/2025,absolutely loved it! the steak was fresh.,0.7773,Positive
303,Cat Tree,99.99,6070,Pets,3/15/2025,the tacos was amazing and the service was welcoming. highly recommend!,0.8685,Positive
304,Ceramic Knife Set,39.99,0,Kitchen,07-04-2025,absolutely loved it! the burger was excellent.,0.8475,Positive
305,Peanut Butter Banana Smoothie Mix,4.49,599,Food - Beverages,9/17/2025,a hidden gem! best sandwich i have had in a long time.,0.6696,Positive
306,Lemon Garlic Shrimp,8.99,16,Food - Seafood,5/19/2025,"i found the cake to be stale, but my partner liked theirs.",0.5719,Positive
307,Spinach Feta Wraps,4.29,1476,Food - Deli,10-06-2025,"everything was perfect, from the tacos to the drinks.",0.5719,Positive
308,Silicone Baking Mat,15.99,0,Kitchen,11/14/2025,worst experience ever. the waiter was unprofessional and the soup was terrible.,-0.8885,Negative
309,Electric Fondue Pot,39.99,360,Kitchen,05-05-2025,absolutely loved it! the curry was delicious.,0.8475,Positive
310,Cable Knit Cardigan,49.99,668,Clothing - Outerwear,1/24/2025,don't waste your money. the pizza is greasy and small portions.,0.3252,Positive
311,Wrist Support Brace,19.99,125,Health,1/24/2025,"everything was amazing, from the sandwich to the drinks.",0.5859,Positive
312,Cinnamon Raisin Bread,3.79,28,Food - Bakery,07-02-2025,"everything was fantastic, from the pizza to the drinks.",0.5574,Positive
313,Peach Fruit Cups,1.99,2272,Food - Snacks,10-05-2025,i was disappointed with the ramen. it tasted bland.,-0.4767,Negative
314,Video Camera,199.0,344,Electronics,08-03-2025,quick delivery and the burger was still hot and delicious.,0.5719,Positive
315,Protein Pancake Mix,3.99,540,Food - Breakfast,01-05-2025,the fries was excellent and the service was friendly. highly recommend!,0.8746,Positive
316,Spicy Vegetable Sushi Rolls,8.49,968,Food - Prepared Foods,11/13/2025,the sandwich was fantastic and the service was attentive. highly recommend!,0.7707,Positive
317,Honey Lemon Tea,3.29,103,Food - Beverages,7/24/2025,"great atmosphere, but the tacos was just okay.",0.5994,Positive
318,Pumpkin Pie Spice,2.99,10,Food - Baking,7/28/2025,i was disappointed with the pizza. it tasted salty.,-0.4767,Negative
319,Travel Makeup Organizer,25.99,1862,Beauty,8/16/2025,"everything was mouth-watering, from the salad to the drinks.",0.0,Neutral
320,Asian Stir-Fry Vegetables,2.99,2219,Food - Frozen Foods,11/19/2025,"the staff was rude, but the ramen was surprisingly amazing.",0.7906,Positive
321,Italian Sausage and Peppers,8.99,1784,Food - Meat,03-01-2025,absolutely loved it! the coffee was mouth-watering.,0.6689,Positive
322,Portable Air Pump,19.99,72,Outdoor,02-08-2025,"everything was fantastic, from the salad to the drinks.",0.5574,Positive
323,Peach Mango Smoothie Mix,5.99,1095,Food - Beverages,4/29/2025,"the staff was unprofessional, but the ramen was surprisingly perfect.",0.7717,Positive
324,Almond Milk Yogurt,1.99,4423,Food - Dairy Alternatives,9/19/2025,a hidden gem! best cake i have had in a long time.,0.6696,Positive
325,Almond Joy Protein Bars,1.99,193,Food - Snacks,2/26/2025,i was disappointed with the curry. it tasted greasy.,-0.4767,Negative
326,Zucchini Noodles,3.99,7316,Food - Vegetables,6/15/2025,i was disappointed with the pasta. it tasted salty.,-0.4767,Negative
327,Vegetable Quinoa Bowl,5.99,3282,Food - Frozen Meals,8/16/2025,"the staff was slow, but the pasta was surprisingly amazing.",0.8402,Positive
328,Honey-Balsamic Vinaigrette,3.39,11,Food - Dressing,05-12-2025,"i found the curry to be bland, but my partner liked theirs.",0.5719,Positive
329,Organic Green Apples,1.49,3,Food - Produce,7/25/2025,"everything was delicious, from the sandwich to the drinks.",0.5719,Positive
330,Outdoor Camping Hammock,29.99,0,Outdoor,9/28/2025,a hidden gem! best pasta i have had in a long time.,0.6696,Positive
331,Indestructible Dog Toy,15.99,1747,Pets,7/19/2025,i was disappointed with the fries. it tasted terrible.,-0.7351,Negative
332,Kids' Art Supplies Kit,29.99,2231,Toys,07-06-2025,absolutely loved it! the steak was excellent.,0.8475,Positive
333,Berry Smoothie Mix,4.99,550,Food - Frozen Foods,8/23/2025,"the staff was slow, but the salad was surprisingly delicious.",0.8338,Positive
334,Chicken Sausage,6.99,118,Food - Meat,09-08-2025,i was disappointed with the ramen. it tasted overpriced.,-0.4767,Negative
335,Essential Oil Roller Bottles,19.99,10,Health,4/21/2025,the curry was fantastic and the service was attentive. highly recommend!,0.7707,Positive
336,Fitness Activity Journal,14.99,23,Fitness,11/29/2025,the coffee was flavorful and the service was quick. highly recommend!,0.474,Positive
337,Portable Air Pump,19.99,529,Outdoor,10/14/2025,absolutely loved it! the soup was fantastic.,0.8436,Positive
338,Organic Quinoa Chips,3.99,60,Food - Snacks,8/30/2025,a hidden gem! best sandwich i have had in a long time.,0.6696,Positive
339,Phone Screen Protector,12.99,60,Accessories,9/23/2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
340,Cinnamon Sugar Mix,1.49,55,Food - Baking,02-04-2025,absolutely loved it! the ramen was perfect.,0.8475,Positive
341,Caramelized Onion Dip,3.99,690,Food - Dairy,7/23/2025,a hidden gem! best coffee i have had in a long time.,0.6696,Positive
342,Kale and Quinoa Salad,6.49,27,Food - Salads,9/20/2025,worst experience ever. the waiter was rude and the burger was bland.,-0.7964,Negative
343,Puff Pastry,5.49,1444,Food - Bakery,11/18/2025,the burger was perfect and the service was polite. highly recommend!,0.7773,Positive
344,Buffalo Chicken Dip,5.99,59,Food - Dips,12/24/2024,"i found the sandwich to be overpriced, but my partner liked theirs.",0.5719,Positive
345,Cinnamon Sugar Tortilla Chips,3.29,463,Food - Snacks,10-06-2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
346,Wine Decanter,34.99,913,Home,8/18/2025,a hidden gem! best steak i have had in a long time.,0.6696,Positive
347,Spicy Thai Noodles,1.99,2031,Food - Frozen Meals,2/24/2025,"great atmosphere, but the burger was just okay.",0.5994,Positive
348,Desk Lamp with USB Port,29.99,119,Office,10/26/2025,the pasta was fresh and the service was attentive. highly recommend!,0.6581,Positive
349,Zucchini Noodles,3.99,43,Food - Vegetables,2/17/2025,"i found the salad to be bland, but my partner liked theirs.",0.5719,Positive
350,Smart Thermos,39.99,7,Fitness,04-04-2025,don't waste your money. the ramen is disappointing and small portions.,-0.2187,Negative
351,Fitness Balance Ball,24.99,4368,Fitness,08-10-2025,"great atmosphere, but the steak was just okay.",0.5994,Positive
352,Organic Quinoa Salad,5.99,252,Food - Prepared Meals,6/24/2025,"i found the curry to be overpriced, but my partner liked theirs.",0.5719,Positive
353,Fruit & Nut Trail Mix,4.99,0,Food - Snacks,8/22/2025,"everything was delicious, from the ramen to the drinks.",0.5719,Positive
354,Electric Griddle,54.99,4473,Kitchen,7/22/2025,"service was quick, but the food took too long to arrive.",0.0,Neutral
355,Garlic Butter Shrimp,8.99,4858,Food - Seafood,12-12-2025,"everything was perfect, from the burger to the drinks.",0.5719,Positive
356,Pumpkin Waffles,4.49,0,Food - Breakfast,01-07-2025,quick delivery and the curry was still hot and fresh.,0.3182,Positive
357,High-Speed HDMI Cable,12.99,1095,Electronics,01-10-2025,"the staff was slow, but the pasta was surprisingly mouth-watering.",0.4215,Positive
358,Professional Chef Knife,89.99,683,Kitchen,01-10-2025,absolutely loved it! the steak was excellent.,0.8475,Positive
359,Chicken Parmesan Dinner Kit,14.99,172,Food - Frozen Meals,1/24/2025,"service was polite, but the food took too long to arrive.",0.0,Neutral
360,Chocolate Coconut Protein Balls,2.99,8,Food - Snacks,1/29/2025,worst experience ever. the waiter was forgetful and the ramen was bland.,-0.7351,Negative
361,Dog Walking Waist Pack,19.99,1680,Pets,5/27/2025,don't waste your money. the cake is salty and small portions.,0.3252,Positive
362,Mini Fondue Set,34.99,182,Kitchen,8/19/2025,a hidden gem! best steak i have had in a long time.,0.6696,Positive
363,Thai Red Curry Paste,3.99,217,Food - Condiments,6/27/2025,"everything was excellent, from the ramen to the drinks.",0.5719,Positive
364,Mango Chili Salsa,4.29,1639,Food - Condiments,12-05-2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
365,Self-Watering Planter,24.99,482,Garden,02-08-2025,"great atmosphere, but the pizza was just okay.",0.5994,Positive
366,Electric Nail File Kit,34.99,772,Beauty,11/20/2025,quick delivery and the soup was still hot and mouth-watering.,0.0,Neutral
367,Caraway Rye Bread,4.79,1198,Food - Bakery,12/16/2025,quick delivery and the pasta was still hot and amazing.,0.5859,Positive
368,Travel Shoe Bags Set,15.99,2600,Travel,12/20/2024,i was disappointed with the pasta. it tasted greasy.,-0.4767,Negative
369,Pasta Primavera,4.99,12,Food - Frozen Foods,12/17/2024,a hidden gem! best pasta i have had in a long time.,0.6696,Positive
370,Herb Garlic Butter,3.99,10,Food - Condiments,11/19/2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
371,Breezy Off-The-Shoulder Top,34.99,369,Clothing - Tops,12-12-2025,the soup was excellent and the service was quick. highly recommend!,0.7773,Positive
372,Handheld Garment Steamer,34.99,75,Home,06-06-2025,"i found the pasta to be overpriced, but my partner liked theirs.",0.5719,Positive
373,Electric Razor,59.99,3,Health,5/27/2025,the curry was fresh and the service was polite. highly recommend!,0.6581,Positive
374,Non-Toxic Concrete Sealer,39.99,2240,Home Improvement,5/15/2025,"i found the steak to be overpriced, but my partner liked theirs.",0.5719,Positive
375,Roasted Vegetable Medley,3.99,0,Food - Frozen Foods,5/18/2025,"great atmosphere, but the pizza was just okay.",0.5994,Positive
376,Electric Screwdriver,59.99,454,Tools,2/18/2025,don't waste your money. the tacos is bland and small portions.,0.3252,Positive
377,Multi-Port USB Hub,19.99,716,Electronics,9/17/2025,the soup was excellent and the service was friendly. highly recommend!,0.8746,Positive
378,Chunky Knit Sweater,59.99,160,Clothing - Tops,3/14/2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
379,Breathable Face Mask Set,14.99,13,Health,3/30/2025,"the staff was forgetful, but the fries was surprisingly excellent.",0.8074,Positive
380,Roasted Vegetable Medley,3.99,440,Food - Frozen Foods,01-04-2025,"great atmosphere, but the burger was just okay.",0.5994,Positive
381,Couscous Mix,2.49,1620,Food - Grains,11-06-2025,absolutely loved it! the fries was fantastic.,0.8436,Positive
382,Spicy BBQ Sauce,3.99,128,Food - Condiments,10/29/2025,"the staff was inattentive, but the ramen was surprisingly fresh.",0.6956,Positive
383,Terry Cloth Robe,59.99,1002,Clothing - Loungewear,7/25/2025,"i found the pasta to be bland, but my partner liked theirs.",0.5719,Positive
384,Organic Ramen Noodles,2.89,374,Food - Pasta,3/17/2025,"i found the pizza to be bland, but my partner liked theirs.",0.5719,Positive
385,Lentils,2.99,664,Food - Grains,5/29/2025,"everything was fantastic, from the sandwich to the drinks.",0.5574,Positive
386,Tomatillo Salsa,3.29,1,Food - Condiments,3/31/2025,don't waste your money. the pasta is undercooked and small portions.,0.3252,Positive
387,Frozen Mixed Berries,5.99,442,Food - Frozen Foods,01-08-2025,"everything was perfect, from the soup to the drinks.",0.5719,Positive
388,Avocado Lime Dressing,4.29,24,Food - Condiments,03-10-2025,worst experience ever. the waiter was rude and the steak was cold.,-0.7964,Negative
389,Customizable Name Puzzle,29.99,22,Toys,06-04-2025,"the staff was inattentive, but the ramen was surprisingly amazing.",0.8402,Positive
390,Spicy Kimchi,4.79,0,Food - Condiments,2/15/2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
391,Sustainable Wooden Toys,29.99,623,Toys,4/27/2025,"i found the pizza to be bland, but my partner liked theirs.",0.5719,Positive
392,Luxury Yoga Mat,39.99,951,Fitness,5/13/2025,i was disappointed with the curry. it tasted bland.,-0.4767,Negative
393,Classic Black Dress,79.99,481,Clothing - Dresses,10/25/2025,absolutely loved it! the salad was amazing.,0.8513,Positive
394,Wall-Mounted Wine Rack,39.99,219,Home,8/28/2025,quick delivery and the curry was still hot and amazing.,0.5859,Positive
395,Cinnamon Raisin Bread,3.79,62,Food - Bakery,02-02-2025,"the staff was inattentive, but the soup was surprisingly delicious.",0.8338,Positive
396,Foot Massager,79.99,650,Health,11-12-2025,absolutely loved it! the tacos was perfect.,0.8475,Positive
397,Kale Caesar Salad Kit,5.99,59,Food - Salads,12/13/2025,quick delivery and the pasta was still hot and perfect.,0.5719,Positive
398,Vegetable Stir Fry Mix,3.29,29,Food - Fresh Produce,02-10-2025,quick delivery and the cake was still hot and excellent.,0.5719,Positive
399,Sketchbook,14.99,1472,Art Supplies,10-06-2025,worst experience ever. the waiter was forgetful and the salad was disappointing.,-0.8555,Negative
400,Teriyaki Sauce,2.99,837,Food - Condiments,3/30/2025,quick delivery and the tacos was still hot and mouth-watering.,0.0,Neutral
401,Slim Wallet,24.99,0,Accessories,06-07-2025,the ramen was perfect and the service was attentive. highly recommend!,0.7773,Positive
402,Throw Pillow Covers,22.99,801,Home,12/30/2024,i was disappointed with the soup. it tasted disappointing.,-0.743,Negative
403,Fishing Rod,49.99,178,Outdoor,09-03-2025,quick delivery and the tacos was still hot and fresh.,0.3182,Positive
404,Vegan Tacos,7.49,1099,Food - Frozen Foods,8/18/2025,"i found the ramen to be undercooked, but my partner liked theirs.",0.5719,Positive
405,Pesto Genovese,6.49,1008,Food - Condiments,7/24/2025,the cake was perfect and the service was polite. highly recommend!,0.7773,Positive
406,Adjustable Kitchen Broom Stand,14.99,584,Home,10-11-2025,quick delivery and the burger was still hot and perfect.,0.5719,Positive
407,Kitchen Knife Sharpening System,39.99,775,Kitchen,07-05-2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
408,Smartphone Tripod with Remote,29.99,15,Photography,5/28/2025,"everything was amazing, from the sushi to the drinks.",0.5859,Positive
409,Whole Grain Cereal,3.49,262,Food - Breakfast,09-07-2025,absolutely loved it! the tacos was flavorful.,0.6689,Positive
410,Turmeric Ginger Tea,3.29,1532,Food - Beverages,06-07-2025,"great atmosphere, but the sushi was just okay.",0.5994,Positive
411,Roasted Garlic Pasta Sauce,4.99,1800,Food - Sauces,03-12-2025,"service was friendly, but the food took too long to arrive.",0.2732,Positive
412,Thermostatic Shower Valve Kit,39.99,705,Bathroom,5/25/2025,a hidden gem! best coffee i have had in a long time.,0.6696,Positive
413,Digital Photo Frame,79.99,4557,Home,08-09-2025,a hidden gem! best sandwich i have had in a long time.,0.6696,Positive
414,Electric Wine Opener,29.99,1145,Kitchen,4/23/2025,"great atmosphere, but the burger was just okay.",0.5994,Positive
415,Handheld Garment Steamer,34.99,4216,Home,05-05-2025,"i found the soup to be bland, but my partner liked theirs.",0.5719,Positive
416,Feta Cheese,4.99,1450,Food - Dairy,10/13/2025,i was disappointed with the curry. it tasted cold.,-0.4767,Negative
417,Nutritional Yeast,3.59,0,Food - Pantry,7/20/2025,i was disappointed with the cake. it tasted bland.,-0.4767,Negative
418,Pet Safety Belt for Car,14.99,1489,Pets,4/15/2025,"everything was excellent, from the coffee to the drinks.",0.5719,Positive
419,Smoked Paprika,2.99,53,Food - Spices,1/27/2025,"service was attentive, but the food took too long to arrive.",0.0,Neutral
420,Honey mustard chicken tenders,7.99,90,Food - Meat,1/14/2025,the ramen was fantastic and the service was welcoming. highly recommend!,0.862,Positive
421,Children's Art Set,34.99,14,Toys,6/30/2025,don't waste your money. the sandwich is bland and small portions.,0.3252,Positive
422,Almond Flour Cookies,4.99,166,Food - Bakery,9/26/2025,worst experience ever. the waiter was slow and the pizza was bland.,-0.6249,Negative
423,Sporty Leggings,39.99,101,Clothing - Activewear,10/20/2025,"great atmosphere, but the pizza was just okay.",0.5994,Positive
424,Cotton Tote Bag Set,29.99,596,Accessories,05-08-2025,worst experience ever. the waiter was forgetful and the fries was greasy.,-0.7351,Negative
425,Frozen Acai Pur̩e,6.99,778,Food - Frozen,7/24/2025,don't waste your money. the sushi is stale and small portions.,0.3252,Positive
426,Acoustic Guitar,199.99,88,Music,9/23/2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
427,Scented Candles,19.99,93,Home,4/19/2025,"the staff was rude, but the pizza was surprisingly fresh.",0.5789,Positive
428,Veggie Lovers Pizza,8.99,31,Food - Frozen Foods,10/21/2025,"service was welcoming, but the food took too long to arrive.",0.2382,Positive
429,Italian Herb Balsamic Marinade,3.99,1271,Food - Condiments,7/15/2025,quick delivery and the steak was still hot and fresh.,0.3182,Positive
430,Californian Raisins,3.19,408,Food - Dried Fruits,10/21/2025,"service was quick, but the food took too long to arrive.",0.0,Neutral
431,Luxury Bath Salts,19.99,15,Beauty,2/18/2025,a hidden gem! best burger i have had in a long time.,0.6696,Positive
432,Chocolate Mint Cookies,2.29,0,Food - Baking,12-01-2025,"great atmosphere, but the burger was just okay.",0.5994,Positive
433,Peach Yogurt,1.29,540,Food - Dairy,7/18/2025,"great atmosphere, but the curry was just okay.",0.5994,Positive
