product_id,product_name,price,stock,category,date,review_text
242,Essential Oil Roller Bottles,19.99,3366.0,Health,10/10/2025,A hidden gem! Best cake I have had in a long time.
243,Sriracha Hot Chili Sauce,2.99,1045.0,Food - Condiments,3/6/2025,Quick delivery and the pizza was still hot and mouth-watering.
244,Beef Taco Skillet,8.49,1726.0,Food - Meal Kits,1/22/2025,Don't waste your money. The salad is bland and small portions.
245,Camping Tent,79.99,10.0,Outdoor,1/13/2025,Don't waste your money. The cake is disappointing and small portions.
246,Lemon Garlic Marinade,4.29,3250.0,Food - Condiments,3/8/2025,I was disappointed with the steak. It tasted bland.
247,Infrared Thermometer,39.99,400.0,Health,12/29/2024,Worst experience ever. The waiter was forgetful and the sandwich was disappointing.
248,Electric Heat Press Machine,99.99,217.0,Crafts,10/28/2025,A hidden gem! Best soup I have had in a long time.
249,Computer Monitor Stand,29.99,4520.0,Office,9/28/2025,Absolutely loved it! The pasta was perfect.
250,Customizable Name Plate,19.99,4796.0,Office,7/23/2025,"Service was attentive, but the food took too long to arrive."
251,Mint Chocolate Chip Ice Cream,4.99,0.0,Food - Frozen Desserts,7/20/2025,"Great atmosphere, but the fries was just okay."
252,Garden Tool Belt,22.99,186.0,Garden,6/30/2025,"I found the fries to be terrible, but my partner liked theirs."
253,Stainless Steel BBQ Grill Set,49.99,0.0,Outdoor,9/27/2025,Absolutely loved it! The cake was delicious.
254,Tuscan Bean Soup,2.49,569.0,Food - Canned Goods,8/27/2025,Don't waste your money. The cake is disappointing and small portions.
255,Picnic Blanket,29.99,2563.0,Outdoor,5/8/2025,The salad was perfect and the service was friendly. Highly recommend!
256,Bicycle Repair Kit,14.99,81.0,Outdoor,8/24/2025,I was disappointed with the salad. It tasted terrible.
257,Peach & Mango Salsa,4.49,1660.0,Food - Snacks,11/11/2025,I was disappointed with the soup. It tasted overpriced.
258,Diced Tomatoes (canned),1.49,184.0,Food - Canned Goods,3/7/2025,Quick delivery and the cake was still hot and fresh.
259,Basil Tomato Soup,2.99,48.0,Food - Canned Soups,6/20/2025,A hidden gem! Best pasta I have had in a long time.
260,Wireless Earbuds Case,12.99,1526.0,Accessories,10/20/2025,"The staff was inattentive, but the sushi was surprisingly excellent."
261,Manual Coffee Grinder,22.99,83.0,Kitchen,2/14/2025,Absolutely loved it! The coffee was excellent.
262,Maple Breakfast Sausage,5.99,628.0,Food - Meat,7/25/2025,Absolutely loved it! The sandwich was fresh.
263,Spaghetti Squash,3.99,345.0,Food - Produce,9/29/2025,I was disappointed with the sandwich. It tasted salty.
264,Caramel Apple Taffy,1.99,29.0,Food - Confectionery,3/30/2025,"Everything was amazing, from the cake to the drinks."
265,Chic Jumpsuit,89.99,59.0,Clothing - Jumpsuits,6/4/2025,Worst experience ever. The waiter was slow and the salad was disappointing.
266,Digital Wireless Meat Thermometer,39.99,2525.0,Kitchen,8/13/2025,Absolutely loved it! The sandwich was delicious.
267,Electric Rice Cooker with Steamer,49.99,1574.0,Kitchen,5/17/2025,Quick delivery and the sandwich was still hot and perfect.
268,Sun-Dried Tomatoes,3.99,38.0,Food - Vegetables,7/18/2025,Don't waste your money. The salad is stale and small portions.
269,Wild Rice Pilaf,3.79,82.0,Food - Grains,2/26/2025,A hidden gem! Best soup I have had in a long time.
270,Leather Crossbody Bag,89.99,89.0,Clothing - Bags,9/14/2025,Quick delivery and the soup was still hot and perfect.
271,Camping Chair,29.99,80.0,Outdoor,9/5/2025,I was disappointed with the tacos. It tasted greasy.
272,Mini Air Hockey Table,39.99,1110.0,Toys,4/3/2025,Don't waste your money. The curry is salty and small portions.
273,Multi-Functional Rice Cooker,49.99,286.0,Kitchen,10/22/2025,Quick delivery and the tacos was still hot and delicious.
274,Dog Frisbee Toy,10.99,4.0,Pets,3/28/2025,Quick delivery and the burger was still hot and delicious.
275,Cauliflower Gnocchi,3.59,16.0,Food - Frozen Foods,2/10/2025,Worst experience ever. The waiter was forgetful and the coffee was bland.
276,Wireless Wi-Fi Extender,49.99,36.0,Electronics,3/27/2025,"Everything was fantastic, from the soup to the drinks."
277,Kitchen Knife Sharpening System,39.99,84.0,Kitchen,9/24/2025,Quick delivery and the coffee was still hot and delicious.
278,Portable Air Compressor,44.99,1040.0,Automotive,6/7/2025,"I found the coffee to be overpriced, but my partner liked theirs."
279,Smoked Gouda Cheese,5.49,328.0,Food - Dairy,4/25/2025,Worst experience ever. The waiter was rude and the ramen was stale.
280,Self-Watering Planters,49.99,2040.0,Garden,4/27/2025,"I found the pasta to be terrible, but my partner liked theirs."
281,Bird Feeder,24.99,210.0,Outdoor,9/19/2025,Quick delivery and the pasta was still hot and delicious.
282,Cranberry Almond Biscotti,4.19,72.0,Food - Bakery,11/21/2025,"Service was polite, but the food took too long to arrive."
283,Heavy-Duty Utility Tote,34.99,2269.0,Accessories,1/25/2025,"Great atmosphere, but the coffee was just okay."
284,Baked Mac and Cheese,5.99,20.0,Food - Frozen Foods,10/12/2025,Quick delivery and the coffee was still hot and delicious.
285,Canned Coconut Milk,1.89,13.0,Food - Canned Goods,11/6/2025,A hidden gem! Best pasta I have had in a long time.
286,Stuffed Peppers with Quinoa,7.99,1847.0,Food - Prepared Meals,2/20/2025,The burger was excellent and the service was welcoming. Highly recommend!
287,USB Desk Fan,14.99,7.0,Home,8/15/2025,"I found the pizza to be greasy, but my partner liked theirs."
288,Blue Corn Tortilla Chips,3.49,279.0,Food - Snacks,3/13/2025,"Great atmosphere, but the tacos was just okay."
289,Peach Halves (canned),2.49,4227.0,Food - Canned Goods,3/6/2025,Quick delivery and the pizza was still hot and excellent.
290,Luxe Velvet Blazer,89.99,60.0,Clothing - Outerwear,3/25/2025,"Service was quick, but the food took too long to arrive."
291,Smart Wi-Fi Light Bulbs,19.99,465.0,Smart Home,12/11/2025,"The staff was unprofessional, but the coffee was surprisingly mouth-watering."
292,Peanut Butter Cookies,3.49,135.0,Food - Bakery,1/12/2025,Worst experience ever. The waiter was unprofessional and the curry was overpriced.
293,Sweet Cherry Tomatoes,2.99,1017.0,Food - Produce,1/4/2025,Absolutely loved it! The coffee was amazing.
294,Children's Educational Puzzle,19.99,719.0,Toys,1/28/2025,Don't waste your money. The sushi is disappointing and small portions.
295,Sweet Potato and Chickpea Bowl,6.49,1313.0,Food - Frozen Food,1/17/2025,Don't waste your money. The curry is overpriced and small portions.
296,Fruit and Nut Medley,5.99,1132.0,Food - Snacks,11/25/2025,Don't waste your money. The curry is salty and small portions.
297,Wildflower Honey,4.99,653.0,Food - Condiments,11/1/2025,Absolutely loved it! The burger was flavorful.
298,Adjustable Garden Rake,22.99,768.0,Garden,3/24/2025,"I found the sandwich to be overpriced, but my partner liked theirs."
299,Interactive Plush Toy,34.99,294.0,Toys,2/2/2025,Don't waste your money. The ramen is salty and small portions.
300,Cable Knit Beanie,19.99,16.0,Clothing - Accessories,7/15/2025,"Great atmosphere, but the sandwich was just okay."
301,Dried Cranberries,4.29,44.0,Food - Snacks,6/12/2025,"Great atmosphere, but the pasta was just okay."
302,Organic Black Bean Burger,4.49,3.0,Food - Frozen Foods,6/21/2025,Absolutely loved it! The steak was fresh.
303,Cat Tree,99.99,6070.0,Pets,3/15/2025,The tacos was amazing and the service was welcoming. Highly recommend!
304,Ceramic Knife Set,39.99,0.0,Kitchen,7/4/2025,Absolutely loved it! The burger was excellent.
305,Peanut Butter Banana Smoothie Mix,4.49,599.0,Food - Beverages,9/17/2025,A hidden gem! Best sandwich I have had in a long time.
306,Lemon Garlic Shrimp,8.99,16.0,Food - Seafood,5/19/2025,"I found the cake to be stale, but my partner liked theirs."
307,Spinach Feta Wraps,4.29,1476.0,Food - Deli,10/6/2025,"Everything was perfect, from the tacos to the drinks."
308,Silicone Baking Mat,15.99,0.0,Kitchen,11/14/2025,Worst experience ever. The waiter was unprofessional and the soup was terrible.
309,Electric Fondue Pot,39.99,360.0,Kitchen,5/5/2025,Absolutely loved it! The curry was delicious.
310,Cable Knit Cardigan,49.99,668.0,Clothing - Outerwear,1/24/2025,Don't waste your money. The pizza is greasy and small portions.
311,Wrist Support Brace,19.99,125.0,Health,1/24/2025,"Everything was amazing, from the sandwich to the drinks."
312,Cinnamon Raisin Bread,3.79,28.0,Food - Bakery,7/2/2025,"Everything was fantastic, from the pizza to the drinks."
313,Peach Fruit Cups,1.99,2272.0,Food - Snacks,10/5/2025,I was disappointed with the ramen. It tasted bland.
314,Video Camera,199.0,344.0,Electronics,8/3/2025,Quick delivery and the burger was still hot and delicious.
315,Protein Pancake Mix,3.99,540.0,Food - Breakfast,1/5/2025,The fries was excellent and the service was friendly. Highly recommend!
316,Spicy Vegetable Sushi Rolls,8.49,968.0,Food - Prepared Foods,11/13/2025,The sandwich was fantastic and the service was attentive. Highly recommend!
317,Honey Lemon Tea,3.29,103.0,Food - Beverages,7/24/2025,"Great atmosphere, but the tacos was just okay."
318,Pumpkin Pie Spice,2.99,10.0,Food - Baking,7/28/2025,I was disappointed with the pizza. It tasted salty.
319,Travel Makeup Organizer,25.99,1862.0,Beauty,8/16/2025,"Everything was mouth-watering, from the salad to the drinks."
320,Asian Stir-Fry Vegetables,2.99,2219.0,Food - Frozen Foods,11/19/2025,"The staff was rude, but the ramen was surprisingly amazing."
321,Italian Sausage and Peppers,8.99,1784.0,Food - Meat,3/1/2025,Absolutely loved it! The coffee was mouth-watering.
322,Portable Air Pump,19.99,72.0,Outdoor,2/8/2025,"Everything was fantastic, from the salad to the drinks."
323,Peach Mango Smoothie Mix,5.99,1095.0,Food - Beverages,4/29/2025,"The staff was unprofessional, but the ramen was surprisingly perfect."
324,Almond Milk Yogurt,1.99,4423.0,Food - Dairy Alternatives,9/19/2025,A hidden gem! Best cake I have had in a long time.
325,Almond Joy Protein Bars,1.99,193.0,Food - Snacks,2/26/2025,I was disappointed with the curry. It tasted greasy.
326,Zucchini Noodles,3.99,7316.0,Food - Vegetables,6/15/2025,I was disappointed with the pasta. It tasted salty.
327,Vegetable Quinoa Bowl,5.99,3282.0,Food - Frozen Meals,8/16/2025,"The staff was slow, but the pasta was surprisingly amazing."
328,Honey-Balsamic Vinaigrette,3.39,11.0,Food - Dressing,5/12/2025,"I found the curry to be bland, but my partner liked theirs."
329,Organic Green Apples,1.49,3.0,Food - Produce,7/25/2025,"Everything was delicious, from the sandwich to the drinks."
330,Outdoor Camping Hammock,29.99,0.0,Outdoor,9/28/2025,A hidden gem! Best pasta I have had in a long time.
331,Indestructible Dog Toy,15.99,1747.0,Pets,7/19/2025,I was disappointed with the fries. It tasted terrible.
332,Kids' Art Supplies Kit,29.99,2231.0,Toys,7/6/2025,Absolutely loved it! The steak was excellent.
333,Berry Smoothie Mix,4.99,550.0,Food - Frozen Foods,8/23/2025,"The staff was slow, but the salad was surprisingly delicious."
334,Chicken Sausage,6.99,118.0,Food - Meat,9/8/2025,I was disappointed with the ramen. It tasted overpriced.
335,Essential Oil Roller Bottles,19.99,10.0,Health,4/21/2025,The curry was fantastic and the service was attentive. Highly recommend!
336,Fitness Activity Journal,14.99,23.0,Fitness,11/29/2025,The coffee was flavorful and the service was quick. Highly recommend!
337,Portable Air Pump,19.99,529.0,Outdoor,10/14/2025,Absolutely loved it! The soup was fantastic.
338,Organic Quinoa Chips,3.99,60.0,Food - Snacks,8/30/2025,A hidden gem! Best sandwich I have had in a long time.
339,Phone Screen Protector,12.99,60.0,Accessories,9/23/2025,"Service was attentive, but the food took too long to arrive."
340,Cinnamon Sugar Mix,1.49,55.0,Food - Baking,2/4/2025,Absolutely loved it! The ramen was perfect.
341,Caramelized Onion Dip,3.99,690.0,Food - Dairy,7/23/2025,A hidden gem! Best coffee I have had in a long time.
342,Kale and Quinoa Salad,6.49,27.0,Food - Salads,9/20/2025,Worst experience ever. The waiter was rude and the burger was bland.
343,Puff Pastry,5.49,1444.0,Food - Bakery,11/18/2025,The burger was perfect and the service was polite. Highly recommend!
344,Buffalo Chicken Dip,5.99,59.0,Food - Dips,12/24/2024,"I found the sandwich to be overpriced, but my partner liked theirs."
345,Cinnamon Sugar Tortilla Chips,3.29,463.0,Food - Snacks,10/6/2025,"Service was friendly, but the food took too long to arrive."
346,Wine Decanter,34.99,913.0,Home,8/18/2025,A hidden gem! Best steak I have had in a long time.
347,Spicy Thai Noodles,1.99,2031.0,Food - Frozen Meals,2/24/2025,"Great atmosphere, but the burger was just okay."
348,Desk Lamp with USB Port,29.99,119.0,Office,10/26/2025,The pasta was fresh and the service was attentive. Highly recommend!
349,Zucchini Noodles,3.99,43.0,Food - Vegetables,2/17/2025,"I found the salad to be bland, but my partner liked theirs."
350,Smart Thermos,39.99,7.0,Fitness,4/4/2025,Don't waste your money. The ramen is disappointing and small portions.
351,Fitness Balance Ball,24.99,4368.0,Fitness,8/10/2025,"Great atmosphere, but the steak was just okay."
352,Organic Quinoa Salad,5.99,252.0,Food - Prepared Meals,6/24/2025,"I found the curry to be overpriced, but my partner liked theirs."
353,Fruit & Nut Trail Mix,4.99,0.0,Food - Snacks,8/22/2025,"Everything was delicious, from the ramen to the drinks."
354,Electric Griddle,54.99,4473.0,Kitchen,7/22/2025,"Service was quick, but the food took too long to arrive."
355,Garlic Butter Shrimp,8.99,4858.0,Food - Seafood,12/12/2025,"Everything was perfect, from the burger to the drinks."
356,Pumpkin Waffles,4.49,0.0,Food - Breakfast,1/7/2025,Quick delivery and the curry was still hot and fresh.
357,High-Speed HDMI Cable,12.99,1095.0,Electronics,1/10/2025,"The staff was slow, but the pasta was surprisingly mouth-watering."
358,Professional Chef Knife,89.99,683.0,Kitchen,1/10/2025,Absolutely loved it! The steak was excellent.
359,Chicken Parmesan Dinner Kit,14.99,172.0,Food - Frozen Meals,1/24/2025,"Service was polite, but the food took too long to arrive."
360,Chocolate Coconut Protein Balls,2.99,8.0,Food - Snacks,1/29/2025,Worst experience ever. The waiter was forgetful and the ramen was bland.
361,Dog Walking Waist Pack,19.99,1680.0,Pets,5/27/2025,Don't waste your money. The cake is salty and small portions.
362,Mini Fondue Set,34.99,182.0,Kitchen,8/19/2025,A hidden gem! Best steak I have had in a long time.
363,Thai Red Curry Paste,3.99,217.0,Food - Condiments,6/27/2025,"Everything was excellent, from the ramen to the drinks."
364,Mango Chili Salsa,4.29,1639.0,Food - Condiments,12/5/2025,"Service was attentive, but the food took too long to arrive."
365,Self-Watering Planter,24.99,482.0,Garden,2/8/2025,"Great atmosphere, but the pizza was just okay."
366,Electric Nail File Kit,34.99,772.0,Beauty,11/20/2025,Quick delivery and the soup was still hot and mouth-watering.
367,Caraway Rye Bread,4.79,1198.0,Food - Bakery,12/16/2025,Quick delivery and the pasta was still hot and amazing.
368,Travel Shoe Bags Set,15.99,2600.0,Travel,12/20/2024,I was disappointed with the pasta. It tasted greasy.
369,Pasta Primavera,4.99,12.0,Food - Frozen Foods,12/17/2024,A hidden gem! Best pasta I have had in a long time.
370,Herb Garlic Butter,3.99,10.0,Food - Condiments,11/19/2025,"Service was friendly, but the food took too long to arrive."
371,Breezy Off-The-Shoulder Top,34.99,369.0,Clothing - Tops,12/12/2025,The soup was excellent and the service was quick. Highly recommend!
372,Handheld Garment Steamer,34.99,75.0,Home,6/6/2025,"I found the pasta to be overpriced, but my partner liked theirs."
373,Electric Razor,59.99,3.0,Health,5/27/2025,The curry was fresh and the service was polite. Highly recommend!
374,Non-Toxic Concrete Sealer,39.99,2240.0,Home Improvement,5/15/2025,"I found the steak to be overpriced, but my partner liked theirs."
375,Roasted Vegetable Medley,3.99,0.0,Food - Frozen Foods,5/18/2025,"Great atmosphere, but the pizza was just okay."
376,Electric Screwdriver,59.99,454.0,Tools,2/18/2025,Don't waste your money. The tacos is bland and small portions.
377,Multi-Port USB Hub,19.99,716.0,Electronics,9/17/2025,The soup was excellent and the service was friendly. Highly recommend!
378,Chunky Knit Sweater,59.99,160.0,Clothing - Tops,3/14/2025,"Service was friendly, but the food took too long to arrive."
379,Breathable Face Mask Set,14.99,13.0,Health,3/30/2025,"The staff was forgetful, but the fries was surprisingly excellent."
380,Roasted Vegetable Medley,3.99,440.0,Food - Frozen Foods,1/4/2025,"Great atmosphere, but the burger was just okay."
381,Couscous Mix,2.49,1620.0,Food - Grains,11/6/2025,Absolutely loved it! The fries was fantastic.
382,Spicy BBQ Sauce,3.99,128.0,Food - Condiments,10/29/2025,"The staff was inattentive, but the ramen was surprisingly fresh."
383,Terry Cloth Robe,59.99,1002.0,Clothing - Loungewear,7/25/2025,"I found the pasta to be bland, but my partner liked theirs."
384,Organic Ramen Noodles,2.89,374.0,Food - Pasta,3/17/2025,"I found the pizza to be bland, but my partner liked theirs."
385,Lentils,2.99,664.0,Food - Grains,5/29/2025,"Everything was fantastic, from the sandwich to the drinks."
386,Tomatillo Salsa,3.29,1.0,Food - Condiments,3/31/2025,Don't waste your money. The pasta is undercooked and small portions.
387,Frozen Mixed Berries,5.99,442.0,Food - Frozen Foods,1/8/2025,"Everything was perfect, from the soup to the drinks."
388,Avocado Lime Dressing,4.29,24.0,Food - Condiments,3/10/2025,Worst experience ever. The waiter was rude and the steak was cold.
389,Customizable Name Puzzle,29.99,22.0,Toys,6/4/2025,"The staff was inattentive, but the ramen was surprisingly amazing."
390,Spicy Kimchi,4.79,0.0,Food - Condiments,2/15/2025,"Service was attentive, but the food took too long to arrive."
391,Sustainable Wooden Toys,29.99,623.0,Toys,4/27/2025,"I found the pizza to be bland, but my partner liked theirs."
392,Luxury Yoga Mat,39.99,951.0,Fitness,5/13/2025,I was disappointed with the curry. It tasted bland.
393,Classic Black Dress,79.99,481.0,Clothing - Dresses,10/25/2025,Absolutely loved it! The salad was amazing.
394,Wall-Mounted Wine Rack,39.99,219.0,Home,8/28/2025,Quick delivery and the curry was still hot and amazing.
395,Cinnamon Raisin Bread,3.79,62.0,Food - Bakery,2/2/2025,"The staff was inattentive, but the soup was surprisingly delicious."
396,Foot Massager,79.99,650.0,Health,11/12/2025,Absolutely loved it! The tacos was perfect.
397,Kale Caesar Salad Kit,5.99,59.0,Food - Salads,12/13/2025,Quick delivery and the pasta was still hot and perfect.
398,Vegetable Stir Fry Mix,3.29,29.0,Food - Fresh Produce,2/10/2025,Quick delivery and the cake was still hot and excellent.
399,Sketchbook,14.99,1472.0,Art Supplies,10/6/2025,Worst experience ever. The waiter was forgetful and the salad was disappointing.
400,Teriyaki Sauce,2.99,837.0,Food - Condiments,3/30/2025,Quick delivery and the tacos was still hot and mouth-watering.
401,Slim Wallet,24.99,0.0,Accessories,6/7/2025,The ramen was perfect and the service was attentive. Highly recommend!
402,Throw Pillow Covers,22.99,801.0,Home,12/30/2024,I was disappointed with the soup. It tasted disappointing.
403,Fishing Rod,49.99,178.0,Outdoor,9/3/2025,Quick delivery and the tacos was still hot and fresh.
404,Vegan Tacos,7.49,1099.0,Food - Frozen Foods,8/18/2025,"I found the ramen to be undercooked, but my partner liked theirs."
405,Pesto Genovese,6.49,1008.0,Food - Condiments,7/24/2025,The cake was perfect and the service was polite. Highly recommend!
406,Adjustable Kitchen Broom Stand,14.99,584.0,Home,10/11/2025,Quick delivery and the burger was still hot and perfect.
407,Kitchen Knife Sharpening System,39.99,775.0,Kitchen,7/5/2025,"Service was welcoming, but the food took too long to arrive."
408,Smartphone Tripod with Remote,29.99,15.0,Photography,5/28/2025,"Everything was amazing, from the sushi to the drinks."
409,Whole Grain Cereal,3.49,262.0,Food - Breakfast,9/7/2025,Absolutely loved it! The tacos was flavorful.
410,Turmeric Ginger Tea,3.29,1532.0,Food - Beverages,6/7/2025,"Great atmosphere, but the sushi was just okay."
411,Roasted Garlic Pasta Sauce,4.99,1800.0,Food - Sauces,3/12/2025,"Service was friendly, but the food took too long to arrive."
412,Thermostatic Shower Valve Kit,39.99,705.0,Bathroom,5/25/2025,A hidden gem! Best coffee I have had in a long time.
413,Digital Photo Frame,79.99,4557.0,Home,8/9/2025,A hidden gem! Best sandwich I have had in a long time.
414,Electric Wine Opener,29.99,1145.0,Kitchen,4/23/2025,"Great atmosphere, but the burger was just okay."
415,Handheld Garment Steamer,34.99,4216.0,Home,5/5/2025,"I found the soup to be bland, but my partner liked theirs."
416,Feta Cheese,4.99,1450.0,Food - Dairy,10/13/2025,I was disappointed with the curry. It tasted cold.
417,Nutritional Yeast,3.59,0.0,Food - Pantry,7/20/2025,I was disappointed with the cake. It tasted bland.
418,Pet Safety Belt for Car,14.99,1489.0,Pets,4/15/2025,"Everything was excellent, from the coffee to the drinks."
419,Smoked Paprika,2.99,53.0,Food - Spices,1/27/2025,"Service was attentive, but the food took too long to arrive."
420,Honey mustard chicken tenders,7.99,90.0,Food - Meat,1/14/2025,The ramen was fantastic and the service was welcoming. Highly recommend!
421,Children's Art Set,34.99,14.0,Toys,6/30/2025,Don't waste your money. The sandwich is bland and small portions.
422,Almond Flour Cookies,4.99,166.0,Food - Bakery,9/26/2025,Worst experience ever. The waiter was slow and the pizza was bland.
423,Sporty Leggings,39.99,101.0,Clothing - Activewear,10/20/2025,"Great atmosphere, but the pizza was just okay."
424,Cotton Tote Bag Set,29.99,596.0,Accessories,5/8/2025,Worst experience ever. The waiter was forgetful and the fries was greasy.
425,Frozen Acai Pur̩e,6.99,778.0,Food - Frozen,7/24/2025,Don't waste your money. The sushi is stale and small portions.
426,Acoustic Guitar,199.99,88.0,Music,9/23/2025,"Service was welcoming, but the food took too long to arrive."
427,Scented Candles,19.99,93.0,Home,4/19/2025,"The staff was rude, but the pizza was surprisingly fresh."
428,Veggie Lovers Pizza,8.99,31.0,Food - Frozen Foods,10/21/2025,"Service was welcoming, but the food took too long to arrive."
429,Italian Herb Balsamic Marinade,3.99,1271.0,Food - Condiments,7/15/2025,Quick delivery and the steak was still hot and fresh.
430,Californian Raisins,3.19,408.0,Food - Dried Fruits,10/21/2025,"Service was quick, but the food took too long to arrive."
431,Luxury Bath Salts,19.99,15.0,Beauty,2/18/2025,A hidden gem! Best burger I have had in a long time.
432,Chocolate Mint Cookies,2.29,0.0,Food - Baking,12/1/2025,"Great atmosphere, but the burger was just okay."
433,Peach Yogurt,1.29,540.0,Food - Dairy,7/18/2025,"Great atmosphere, but the curry was just okay."
434,Fishing Rod,49.99,4853.0,Outdoor,6/8/2025,"The staff was rude, but the fries was surprisingly amazing."
435,Animal Paw Print Soap Dispenser,16.99,2464.0,Home,3/20/2025,The soup was perfect and the service was quick. Highly recommend!
436,Spicy Snack Mix,4.99,423.0,Food - Snacks,3/24/2025,A hidden gem! Best burger I have had in a long time.
437,Organic Honeycrisp Apples,1.99,512.0,Food - Fruits,4/12/2025,"Great atmosphere, but the fries was just okay."
438,Organic Green Lentils,3.99,1110.0,Food - Grocery,1/27/2025,"Everything was delicious, from the sushi to the drinks."
439,Slim Fit Chinos,54.99,27.0,Clothing - Pants,7/24/2025,"The staff was forgetful, but the ramen was surprisingly fantastic."
440,Wall Planner,19.99,2697.0,Office,3/18/2025,Worst experience ever. The waiter was slow and the steak was bland.
441,Coconut Rice,2.29,686.0,Food - Frozen,8/4/2025,Absolutely loved it! The curry was perfect.
442,Self-Massaging Pillow,49.99,1968.0,Health,11/25/2025,"Everything was flavorful, from the tacos to the drinks."
443,Brownie Bites,4.99,504.0,Food - Baked Goods,3/3/2025,Don't waste your money. The pizza is cold and small portions.
444,Ginger Tea,4.99,3720.0,Food - Beverages,1/31/2025,Worst experience ever. The waiter was rude and the fries was salty.
445,Cotton Tote Bag Set,29.99,346.0,Accessories,12/1/2025,Don't waste your money. The steak is undercooked and small portions.
446,Sweet Corn Fritters,4.49,1028.0,Food - Frozen,10/30/2025,"Everything was flavorful, from the salad to the drinks."
447,Tomato Basil Soup,3.49,0.0,Food - Canned Goods,4/9/2025,Don't waste your money. The tacos is bland and small portions.
448,Personalized Keychain,10.99,4444.0,Accessories,6/2/2025,"Great atmosphere, but the ramen was just okay."
449,Pet Water Fountain,39.99,0.0,Pets,8/3/2025,A hidden gem! Best coffee I have had in a long time.
450,Kombucha Drink,3.49,2346.0,Food - Beverages,3/16/2025,Don't waste your money. The fries is stale and small portions.
451,Heavy-Duty Utility Tote,34.99,125.0,Accessories,9/28/2025,Absolutely loved it! The soup was fresh.
452,Rice Pilaf Mix,2.59,4740.0,Food - Grains,10/28/2025,The cake was fresh and the service was welcoming. Highly recommend!
453,Outdoor Adventure Backpack,59.99,659.0,Outdoor,1/27/2025,I was disappointed with the sushi. It tasted cold.
454,Mechanical Keyboard,99.99,72.0,Computers,10/8/2025,Worst experience ever. The waiter was unprofessional and the soup was disappointing.
455,Hand Crank Blender,18.99,4952.0,Kitchen,9/20/2025,Don't waste your money. The cake is bland and small portions.
456,Sweet Potato Fries,3.99,20.0,Food - Frozen Foods,10/10/2025,I was disappointed with the fries. It tasted salty.
457,Lemonade Mix,1.99,1930.0,Food - Beverages,2/4/2025,The pasta was flavorful and the service was friendly. Highly recommend!
458,Collapsible Colander,14.99,230.0,Kitchen,7/2/2025,"Everything was mouth-watering, from the fries to the drinks."
459,Multi-Layer Food Steamer,39.99,1511.0,Kitchen,10/18/2025,Don't waste your money. The tacos is disappointing and small portions.
460,Noise Reduction Headphones,39.99,980.0,Audio,2/4/2025,"Everything was flavorful, from the sandwich to the drinks."
461,Personalized Pet ID Tags,9.99,1050.0,Pets,10/22/2025,Worst experience ever. The waiter was inattentive and the salad was bland.
462,LED Camping Lantern with USB Charging,34.99,1742.0,Outdoor,12/9/2025,"Service was welcoming, but the food took too long to arrive."
463,Organic Quinoa,4.29,102.0,Food - Grains,12/9/2025,"Great atmosphere, but the fries was just okay."
464,Buffalo Stilton Cheese,8.99,1881.0,Food - Cheese,1/3/2025,Quick delivery and the pasta was still hot and fresh.
465,Hibiscus Herbal Tea,3.29,0.0,Food - Beverages,2/6/2025,"Great atmosphere, but the cake was just okay."
466,Fresh Cilantro,1.49,3490.0,Food - Produce,6/30/2025,A hidden gem! Best curry I have had in a long time.
467,Mango Chunks,4.89,32.0,Food - Frozen Fruits,12/10/2025,"Everything was perfect, from the sandwich to the drinks."
468,Lasagna Noodles,1.89,4563.0,Food - Pasta,9/1/2025,Quick delivery and the steak was still hot and amazing.
469,Wall Planner,19.99,-1266.0,Office,9/8/2025,"Everything was delicious, from the fries to the drinks."
470,Pet Training Pads,24.99,436.0,Pets,10/6/2025,Don't waste your money. The curry is overpriced and small portions.
471,Electric Heating Pad,20.99,8.0,Health,6/17/2025,Absolutely loved it! The tacos was fresh.
472,Samsung Galaxy Smartwatch,249.99,24.0,Wearable Tech,10/19/2025,A hidden gem! Best salad I have had in a long time.
473,Apple Cinnamon Oatmeal,2.89,100.0,Food - Breakfast,7/24/2025,I was disappointed with the cake. It tasted greasy.
474,Outdoor Camping Lantern,34.99,1429.0,Outdoor,4/15/2025,"Great atmosphere, but the fries was just okay."
475,Black Olives,1.99,305.0,Food - Canned Goods,9/27/2025,"I found the curry to be cold, but my partner liked theirs."
476,Dark Chocolate Tart,6.29,21.0,Food - Desserts,10/27/2025,"Great atmosphere, but the soup was just okay."
477,Vegetable Sushi Rolls,5.99,495.0,Food - Prepared Meals,12/23/2024,A hidden gem! Best curry I have had in a long time.
478,Vegan Protein Powder,34.99,2040.0,Health,7/21/2025,Absolutely loved it! The fries was excellent.
479,Camping Tarp,32.99,16.0,Outdoor,9/8/2025,"Great atmosphere, but the coffee was just okay."
480,Mechanical Pencil Set,19.99,119.0,Office,7/12/2025,The soup was delicious and the service was welcoming. Highly recommend!
481,Sour Cream,3.49,0.0,Food - Dairy,11/29/2025,Don't waste your money. The pizza is terrible and small portions.
482,Solar Garden Lights,39.99,30.0,Outdoor,1/12/2025,"I found the fries to be stale, but my partner liked theirs."
483,Heated Throw Blanket,49.99,825.0,Home,12/7/2025,Worst experience ever. The waiter was rude and the ramen was overpriced.
