productid,customer_review
589,A hidden gem! Best burger I have had in a long time.
590,I was disappointed with the sushi. It tasted salty.
591,Quick delivery and the steak was still hot and mouth-watering.
592,Quick delivery and the steak was still hot and fresh.
593,Don't waste your money. The ramen is terrible and small portions.
594,Don't waste your money. The sushi is disappointing and small portions.
595,"Service was welcoming, but the food took too long to arrive."
596,"The staff was inattentive, but the sandwich was surprisingly amazing."
597,"Service was welcoming, but the food took too long to arrive."
598,Absolutely loved it! The sandwich was fantastic.
599,"I found the ramen to be stale, but my partner liked theirs."
600,Worst experience ever. The waiter was forgetful and the sandwich was terrible.
601,"The staff was rude, but the sandwich was surprisingly delicious."
602,"I found the sandwich to be undercooked, but my partner liked theirs."
603,"I found the pasta to be undercooked, but my partner liked theirs."
604,The pizza was perfect and the service was attentive. Highly recommend!
605,"The staff was slow, but the burger was surprisingly mouth-watering."
606,Quick delivery and the cake was still hot and excellent.
607,The pasta was flavorful and the service was polite. Highly recommend!
608,The soup was delicious and the service was welcoming. Highly recommend!
609,Don't waste your money. The tacos is salty and small portions.
610,A hidden gem! Best sushi I have had in a long time.
611,Absolutely loved it! The ramen was flavorful.
612,"Service was polite, but the food took too long to arrive."
613,"Service was welcoming, but the food took too long to arrive."
614,"I found the burger to be disappointing, but my partner liked theirs."
615,"The staff was slow, but the curry was surprisingly flavorful."
616,The pizza was delicious and the service was quick. Highly recommend!
617,"I found the steak to be greasy, but my partner liked theirs."
618,"Service was friendly, but the food took too long to arrive."
619,Quick delivery and the soup was still hot and perfect.
620,"Great atmosphere, but the pizza was just okay."
621,A hidden gem! Best curry I have had in a long time.
622,Don't waste your money. The pasta is undercooked and small portions.
623,"I found the soup to be cold, but my partner liked theirs."
624,"Everything was delicious, from the pasta to the drinks."
625,Don't waste your money. The pizza is terrible and small portions.
626,Quick delivery and the coffee was still hot and fresh.
627,Worst experience ever. The waiter was unprofessional and the steak was overpriced.
628,Absolutely loved it! The sandwich was fresh.
629,"Service was polite, but the food took too long to arrive."
630,Worst experience ever. The waiter was forgetful and the coffee was overpriced.
631,"Everything was perfect, from the pizza to the drinks."
632,Don't waste your money. The curry is undercooked and small portions.
633,I was disappointed with the curry. It tasted overpriced.
634,Don't waste your money. The burger is terrible and small portions.
635,I was disappointed with the sandwich. It tasted overpriced.
636,The cake was fresh and the service was attentive. Highly recommend!
637,I was disappointed with the soup. It tasted cold.
638,A hidden gem! Best cake I have had in a long time.
639,"Service was quick, but the food took too long to arrive."
640,"Great atmosphere, but the coffee was just okay."
641,Quick delivery and the coffee was still hot and excellent.
642,Quick delivery and the steak was still hot and flavorful.
643,Don't waste your money. The sandwich is cold and small portions.
644,Don't waste your money. The sushi is stale and small portions.
645,Quick delivery and the burger was still hot and mouth-watering.
646,"The staff was inattentive, but the pasta was surprisingly perfect."
647,Quick delivery and the tacos was still hot and fantastic.
648,"Great atmosphere, but the sandwich was just okay."
649,"Great atmosphere, but the pasta was just okay."
650,Quick delivery and the sandwich was still hot and perfect.
651,Quick delivery and the salad was still hot and mouth-watering.
652,"Service was friendly, but the food took too long to arrive."
653,Worst experience ever. The waiter was unprofessional and the salad was overpriced.
654,"I found the soup to be overpriced, but my partner liked theirs."
655,"I found the salad to be salty, but my partner liked theirs."
656,I was disappointed with the salad. It tasted disappointing.
657,Absolutely loved it! The coffee was excellent.
658,Worst experience ever. The waiter was forgetful and the burger was disappointing.
659,Don't waste your money. The burger is disappointing and small portions.
660,"Service was quick, but the food took too long to arrive."
661,The coffee was fresh and the service was friendly. Highly recommend!
662,"Great atmosphere, but the pasta was just okay."
663,The pasta was fantastic and the service was attentive. Highly recommend!
664,Worst experience ever. The waiter was inattentive and the sushi was salty.
665,I was disappointed with the steak. It tasted bland.
666,I was disappointed with the sandwich. It tasted terrible.
667,Worst experience ever. The waiter was slow and the curry was terrible.
668,A hidden gem! Best fries I have had in a long time.
669,"Great atmosphere, but the soup was just okay."
670,"Everything was excellent, from the steak to the drinks."
671,I was disappointed with the burger. It tasted overpriced.
672,"Service was quick, but the food took too long to arrive."
673,Quick delivery and the cake was still hot and flavorful.
674,"Great atmosphere, but the sandwich was just okay."
675,"Great atmosphere, but the tacos was just okay."
676,A hidden gem! Best ramen I have had in a long time.
677,Don't waste your money. The pasta is overpriced and small portions.
678,Absolutely loved it! The sandwich was fantastic.
679,Don't waste your money. The soup is cold and small portions.
680,"Service was friendly, but the food took too long to arrive."
681,Absolutely loved it! The tacos was fresh.
682,Don't waste your money. The soup is stale and small portions.
683,Don't waste your money. The steak is disappointing and small portions.
684,"The staff was unprofessional, but the fries was surprisingly perfect."
685,Worst experience ever. The waiter was slow and the burger was greasy.
686,Absolutely loved it! The curry was fantastic.
687,"The staff was unprofessional, but the pasta was surprisingly fantastic."
688,Absolutely loved it! The coffee was mouth-watering.
689,I was disappointed with the sandwich. It tasted cold.
690,I was disappointed with the fries. It tasted terrible.
691,Worst experience ever. The waiter was unprofessional and the sandwich was overpriced.
692,Absolutely loved it! The pizza was amazing.
693,"Great atmosphere, but the burger was just okay."
694,Don't waste your money. The burger is greasy and small portions.
695,"Service was welcoming, but the food took too long to arrive."
696,A hidden gem! Best coffee I have had in a long time.
697,Don't waste your money. The curry is disappointing and small portions.
698,"Service was friendly, but the food took too long to arrive."
699,Absolutely loved it! The ramen was excellent.
700,Don't waste your money. The sandwich is bland and small portions.
701,I was disappointed with the fries. It tasted bland.
702,"I found the ramen to be salty, but my partner liked theirs."
703,"Great atmosphere, but the pasta was just okay."
704,"Service was polite, but the food took too long to arrive."
705,Don't waste your money. The sandwich is salty and small portions.
706,"Great atmosphere, but the tacos was just okay."
707,Quick delivery and the curry was still hot and delicious.
708,"Great atmosphere, but the salad was just okay."
709,Don't waste your money. The fries is stale and small portions.
710,Absolutely loved it! The burger was perfect.
711,Absolutely loved it! The coffee was perfect.
712,Don't waste your money. The sushi is salty and small portions.
713,I was disappointed with the burger. It tasted overpriced.
714,The ramen was fantastic and the service was polite. Highly recommend!
715,I was disappointed with the ramen. It tasted overpriced.
716,The sandwich was perfect and the service was welcoming. Highly recommend!
717,A hidden gem! Best ramen I have had in a long time.
718,"Everything was fantastic, from the pizza to the drinks."
719,Absolutely loved it! The cake was mouth-watering.
720,Don't waste your money. The steak is greasy and small portions.
721,"Great atmosphere, but the salad was just okay."
722,"Service was attentive, but the food took too long to arrive."
723,Absolutely loved it! The steak was fresh.
724,The cake was amazing and the service was attentive. Highly recommend!
725,"The staff was forgetful, but the pasta was surprisingly excellent."
726,A hidden gem! Best curry I have had in a long time.
727,The sushi was fantastic and the service was polite. Highly recommend!
728,Don't waste your money. The curry is disappointing and small portions.
729,Absolutely loved it! The sandwich was perfect.
730,Absolutely loved it! The pasta was amazing.
731,Quick delivery and the cake was still hot and fantastic.
732,Quick delivery and the curry was still hot and fresh.
733,"I found the curry to be terrible, but my partner liked theirs."
734,"The staff was rude, but the burger was surprisingly flavorful."
735,"The staff was rude, but the tacos was surprisingly perfect."
736,Quick delivery and the pasta was still hot and amazing.
737,"Great atmosphere, but the fries was just okay."
738,"Service was polite, but the food took too long to arrive."
739,"Great atmosphere, but the curry was just okay."
740,Quick delivery and the pizza was still hot and fresh.
741,Worst experience ever. The waiter was forgetful and the curry was salty.
742,"The staff was rude, but the fries was surprisingly flavorful."
743,"Great atmosphere, but the fries was just okay."
744,I was disappointed with the soup. It tasted terrible.
745,"Everything was flavorful, from the pasta to the drinks."
746,Absolutely loved it! The tacos was perfect.
747,I was disappointed with the burger. It tasted greasy.
748,"The staff was inattentive, but the pizza was surprisingly amazing."
749,A hidden gem! Best coffee I have had in a long time.
750,Don't waste your money. The pizza is salty and small portions.
751,"Great atmosphere, but the cake was just okay."
752,"Service was polite, but the food took too long to arrive."
753,The steak was fresh and the service was friendly. Highly recommend!
754,"Service was welcoming, but the food took too long to arrive."
755,"Service was polite, but the food took too long to arrive."
756,"Great atmosphere, but the steak was just okay."
757,"Everything was delicious, from the pasta to the drinks."
758,"Service was polite, but the food took too long to arrive."
759,"The staff was rude, but the sandwich was surprisingly perfect."
760,Don't waste your money. The tacos is undercooked and small portions.
761,"Everything was mouth-watering, from the soup to the drinks."
762,Worst experience ever. The waiter was rude and the cake was salty.
763,A hidden gem! Best soup I have had in a long time.
764,"Service was friendly, but the food took too long to arrive."
765,Quick delivery and the sushi was still hot and perfect.
766,The tacos was perfect and the service was attentive. Highly recommend!
767,"Everything was fantastic, from the pasta to the drinks."
768,Worst experience ever. The waiter was rude and the sushi was greasy.
769,A hidden gem! Best pizza I have had in a long time.
770,The soup was amazing and the service was quick. Highly recommend!
771,A hidden gem! Best soup I have had in a long time.
772,"I found the cake to be salty, but my partner liked theirs."
773,A hidden gem! Best sushi I have had in a long time.
774,A hidden gem! Best sandwich I have had in a long time.
775,"I found the soup to be salty, but my partner liked theirs."
776,Don't waste your money. The sushi is stale and small portions.
777,"I found the soup to be undercooked, but my partner liked theirs."
778,A hidden gem! Best steak I have had in a long time.
779,Absolutely loved it! The steak was fresh.
780,"Great atmosphere, but the tacos was just okay."
781,"The staff was slow, but the steak was surprisingly perfect."
782,"The staff was unprofessional, but the ramen was surprisingly fresh."
783,Don't waste your money. The soup is undercooked and small portions.
784,I was disappointed with the fries. It tasted overpriced.
785,Quick delivery and the pizza was still hot and excellent.
786,A hidden gem! Best cake I have had in a long time.
787,"Service was polite, but the food took too long to arrive."
788,"Great atmosphere, but the ramen was just okay."
789,I was disappointed with the tacos. It tasted undercooked.
790,I was disappointed with the steak. It tasted salty.
791,"I found the curry to be stale, but my partner liked theirs."
792,"Service was welcoming, but the food took too long to arrive."
793,Absolutely loved it! The tacos was flavorful.
794,A hidden gem! Best burger I have had in a long time.
795,"I found the salad to be greasy, but my partner liked theirs."
796,A hidden gem! Best tacos I have had in a long time.
797,I was disappointed with the pizza. It tasted overpriced.
798,"I found the curry to be stale, but my partner liked theirs."
799,Absolutely loved it! The soup was fresh.
800,I was disappointed with the burger. It tasted salty.
801,"Great atmosphere, but the burger was just okay."
802,I was disappointed with the pasta. It tasted terrible.
803,A hidden gem! Best pizza I have had in a long time.
804,Absolutely loved it! The cake was flavorful.
805,Absolutely loved it! The soup was mouth-watering.
806,"Everything was fresh, from the soup to the drinks."
807,A hidden gem! Best ramen I have had in a long time.
808,Quick delivery and the sushi was still hot and flavorful.
809,I was disappointed with the pizza. It tasted undercooked.
810,Worst experience ever. The waiter was forgetful and the cake was overpriced.
811,I was disappointed with the pizza. It tasted overpriced.
812,"I found the ramen to be disappointing, but my partner liked theirs."
813,"I found the pizza to be cold, but my partner liked theirs."
814,A hidden gem! Best salad I have had in a long time.
815,Absolutely loved it! The steak was fantastic.
816,"Great atmosphere, but the curry was just okay."
817,"Great atmosphere, but the sushi was just okay."
818,Worst experience ever. The waiter was slow and the curry was bland.
819,A hidden gem! Best cake I have had in a long time.
820,A hidden gem! Best salad I have had in a long time.
821,Don't waste your money. The ramen is salty and small portions.
822,"The staff was inattentive, but the sushi was surprisingly excellent."
823,Worst experience ever. The waiter was forgetful and the burger was greasy.
824,Worst experience ever. The waiter was unprofessional and the sandwich was bland.
825,I was disappointed with the salad. It tasted disappointing.
826,The salad was delicious and the service was friendly. Highly recommend!
827,Don't waste your money. The coffee is salty and small portions.
828,Absolutely loved it! The coffee was perfect.
829,Worst experience ever. The waiter was inattentive and the curry was greasy.
830,"Service was quick, but the food took too long to arrive."
831,I was disappointed with the fries. It tasted stale.
832,The tacos was perfect and the service was welcoming. Highly recommend!
833,The ramen was amazing and the service was polite. Highly recommend!
834,The sushi was fresh and the service was attentive. Highly recommend!
835,Don't waste your money. The ramen is overpriced and small portions.
836,"Service was welcoming, but the food took too long to arrive."
837,Quick delivery and the pasta was still hot and fresh.
838,A hidden gem! Best burger I have had in a long time.
839,The fries was perfect and the service was friendly. Highly recommend!
840,"The staff was inattentive, but the sushi was surprisingly excellent."
841,Absolutely loved it! The cake was flavorful.
842,"Everything was delicious, from the tacos to the drinks."
843,"Everything was fresh, from the pasta to the drinks."
844,A hidden gem! Best burger I have had in a long time.
845,Worst experience ever. The waiter was unprofessional and the fries was greasy.
846,A hidden gem! Best fries I have had in a long time.
847,"The staff was forgetful, but the burger was surprisingly mouth-watering."
848,"Everything was mouth-watering, from the coffee to the drinks."
849,"I found the pasta to be salty, but my partner liked theirs."
850,I was disappointed with the pasta. It tasted disappointing.
851,"The staff was slow, but the tacos was surprisingly fresh."
852,The coffee was fantastic and the service was friendly. Highly recommend!
853,A hidden gem! Best burger I have had in a long time.
854,A hidden gem! Best curry I have had in a long time.
855,"Great atmosphere, but the fries was just okay."
856,I was disappointed with the tacos. It tasted cold.
857,Worst experience ever. The waiter was inattentive and the pizza was greasy.
858,"Service was polite, but the food took too long to arrive."
859,Absolutely loved it! The cake was delicious.
860,Worst experience ever. The waiter was unprofessional and the pizza was bland.
861,Quick delivery and the pasta was still hot and perfect.
862,"Service was welcoming, but the food took too long to arrive."
863,Quick delivery and the pasta was still hot and amazing.
864,"The staff was rude, but the salad was surprisingly amazing."
865,"Service was attentive, but the food took too long to arrive."
866,"Service was welcoming, but the food took too long to arrive."
867,The burger was fresh and the service was attentive. Highly recommend!
868,Absolutely loved it! The sushi was delicious.
869,Worst experience ever. The waiter was rude and the curry was stale.
870,"Everything was mouth-watering, from the salad to the drinks."
871,Don't waste your money. The pasta is undercooked and small portions.
872,"Service was attentive, but the food took too long to arrive."
873,Absolutely loved it! The sushi was amazing.
874,The sandwich was fantastic and the service was friendly. Highly recommend!
875,A hidden gem! Best fries I have had in a long time.
876,The sushi was mouth-watering and the service was polite. Highly recommend!
877,I was disappointed with the coffee. It tasted bland.
878,I was disappointed with the fries. It tasted undercooked.
879,The tacos was mouth-watering and the service was attentive. Highly recommend!
880,Don't waste your money. The soup is disappointing and small portions.
881,Don't waste your money. The cake is stale and small portions.
882,Worst experience ever. The waiter was slow and the ramen was greasy.
883,Don't waste your money. The salad is undercooked and small portions.
884,The salad was fantastic and the service was welcoming. Highly recommend!
885,A hidden gem! Best curry I have had in a long time.
886,"The staff was rude, but the curry was surprisingly fresh."
887,"The staff was unprofessional, but the sandwich was surprisingly perfect."
888,"The staff was slow, but the burger was surprisingly fresh."
889,"Everything was fresh, from the salad to the drinks."
890,Quick delivery and the sushi was still hot and delicious.
891,Absolutely loved it! The sandwich was flavorful.
892,Worst experience ever. The waiter was forgetful and the burger was undercooked.
893,I was disappointed with the sushi. It tasted undercooked.
894,I was disappointed with the sushi. It tasted bland.
895,Quick delivery and the coffee was still hot and flavorful.
896,Absolutely loved it! The soup was amazing.
897,"Great atmosphere, but the salad was just okay."
898,The ramen was delicious and the service was quick. Highly recommend!
899,"I found the ramen to be salty, but my partner liked theirs."
900,"Great atmosphere, but the fries was just okay."
901,"The staff was forgetful, but the ramen was surprisingly delicious."
902,"Everything was flavorful, from the steak to the drinks."
903,"Service was polite, but the food took too long to arrive."
904,I was disappointed with the salad. It tasted cold.
905,A hidden gem! Best burger I have had in a long time.
906,"Service was quick, but the food took too long to arrive."
907,Absolutely loved it! The sushi was mouth-watering.
908,"Everything was perfect, from the cake to the drinks."
909,Absolutely loved it! The soup was perfect.
910,"Everything was fantastic, from the curry to the drinks."
911,Absolutely loved it! The curry was excellent.
912,"The staff was inattentive, but the sushi was surprisingly amazing."
913,Quick delivery and the ramen was still hot and fresh.
914,"The staff was inattentive, but the cake was surprisingly delicious."
915,A hidden gem! Best steak I have had in a long time.
916,The salad was mouth-watering and the service was friendly. Highly recommend!
917,"Everything was mouth-watering, from the coffee to the drinks."
918,"Everything was mouth-watering, from the pasta to the drinks."
919,A hidden gem! Best salad I have had in a long time.
920,"Service was attentive, but the food took too long to arrive."
921,The coffee was mouth-watering and the service was friendly. Highly recommend!
922,Worst experience ever. The waiter was inattentive and the burger was undercooked.
923,The tacos was excellent and the service was attentive. Highly recommend!
924,I was disappointed with the coffee. It tasted cold.
925,Quick delivery and the ramen was still hot and flavorful.
926,I was disappointed with the salad. It tasted salty.
927,A hidden gem! Best fries I have had in a long time.
928,Don't waste your money. The tacos is stale and small portions.
929,"The staff was rude, but the burger was surprisingly perfect."
930,"Service was polite, but the food took too long to arrive."
931,A hidden gem! Best ramen I have had in a long time.
932,Absolutely loved it! The sandwich was mouth-watering.
933,"Everything was fantastic, from the pizza to the drinks."
934,A hidden gem! Best coffee I have had in a long time.
935,I was disappointed with the fries. It tasted overpriced.
936,"I found the tacos to be overpriced, but my partner liked theirs."
937,"Everything was amazing, from the curry to the drinks."
938,"Everything was excellent, from the tacos to the drinks."
939,Worst experience ever. The waiter was slow and the pizza was cold.
940,"I found the tacos to be bland, but my partner liked theirs."
941,The salad was mouth-watering and the service was friendly. Highly recommend!
942,"Everything was perfect, from the steak to the drinks."
943,A hidden gem! Best steak I have had in a long time.
944,I was disappointed with the pizza. It tasted cold.
945,"Service was welcoming, but the food took too long to arrive."
946,Absolutely loved it! The burger was fantastic.
947,The coffee was amazing and the service was polite. Highly recommend!
948,Quick delivery and the sandwich was still hot and flavorful.
949,"Great atmosphere, but the sushi was just okay."
950,"Everything was fantastic, from the ramen to the drinks."
951,"The staff was inattentive, but the burger was surprisingly delicious."
952,"Service was attentive, but the food took too long to arrive."
953,Don't waste your money. The tacos is undercooked and small portions.
954,The tacos was fresh and the service was friendly. Highly recommend!
955,"Service was quick, but the food took too long to arrive."
956,I was disappointed with the tacos. It tasted undercooked.
957,"Everything was perfect, from the sandwich to the drinks."
958,Quick delivery and the sushi was still hot and excellent.
959,"Great atmosphere, but the salad was just okay."
960,I was disappointed with the steak. It tasted disappointing.
961,Quick delivery and the pasta was still hot and amazing.
962,A hidden gem! Best salad I have had in a long time.
963,Don't waste your money. The pasta is overpriced and small portions.
964,Don't waste your money. The coffee is greasy and small portions.
965,Don't waste your money. The curry is undercooked and small portions.
966,"Everything was excellent, from the steak to the drinks."
967,Don't waste your money. The soup is salty and small portions.
968,"Everything was excellent, from the coffee to the drinks."
969,"Everything was amazing, from the steak to the drinks."
970,"Service was quick, but the food took too long to arrive."
971,A hidden gem! Best ramen I have had in a long time.
972,"I found the salad to be stale, but my partner liked theirs."
973,A hidden gem! Best salad I have had in a long time.
974,"Everything was amazing, from the pizza to the drinks."
975,"The staff was forgetful, but the steak was surprisingly excellent."
976,Absolutely loved it! The sushi was delicious.
977,"I found the salad to be overpriced, but my partner liked theirs."
978,A hidden gem! Best cake I have had in a long time.
979,"I found the sandwich to be stale, but my partner liked theirs."
980,A hidden gem! Best tacos I have had in a long time.
981,Worst experience ever. The waiter was forgetful and the fries was bland.
982,Worst experience ever. The waiter was rude and the burger was overpriced.
983,"Service was welcoming, but the food took too long to arrive."
984,"Everything was mouth-watering, from the steak to the drinks."
985,I was disappointed with the pizza. It tasted disappointing.
986,"The staff was rude, but the ramen was surprisingly perfect."
987,"Service was quick, but the food took too long to arrive."
988,Quick delivery and the cake was still hot and fresh.
989,"Great atmosphere, but the cake was just okay."
990,Absolutely loved it! The fries was amazing.
991,Absolutely loved it! The fries was excellent.
992,"I found the steak to be stale, but my partner liked theirs."
993,Don't waste your money. The salad is stale and small portions.
994,Don't waste your money. The sandwich is undercooked and small portions.
995,"Everything was mouth-watering, from the ramen to the drinks."
996,Don't waste your money. The curry is cold and small portions.
997,"Everything was delicious, from the sandwich to the drinks."
998,Quick delivery and the curry was still hot and excellent.
999,"Service was quick, but the food took too long to arrive."
1000,"Everything was fresh, from the sushi to the drinks."
